x,y
5.4881350392732475,4.115874206445879
7.151893663724195,6.56980108490536
6.027633760716439,4.783711546274426
5.448831829968968,4.709629733285156
4.236547993389047,1.6443107628642273
6.458941130666561,5.307164425719879
4.375872112626925,4.606515904484635
8.917730007820797,6.70495690330821
9.636627605010293,7.365363988174661
3.8344151882577773,3.9495635618862526
7.917250380826646,6.396643527060515
5.288949197529044,5.092339193344772
5.680445610939323,4.833385553587816
9.25596638292661,7.4650584206747865
0.7103605819788694,0.9559600781341367
0.8712929970154071,2.5252451174447295
0.2021839744032572,1.9096401443363888
8.32619845547938,6.929973719446212
7.781567509498505,7.256539358323587
8.700121482468191,7.090540681196184
9.78618342232764,7.623611045897926
7.9915856421672355,7.875827275842765
4.6147936225293185,4.156856132527192
7.805291762864554,7.533338801716281
1.1827442586893322,2.6199362053278517
6.399210213275238,5.819154729314907
1.433532874090464,2.636986175584889
9.446689170495839,7.29999251514103
5.218483217500717,5.0186207040052295
4.146619399905235,4.2253995529553565
2.64555612104627,2.7179152581480017
7.742336894342166,6.722172878939627
4.5615033221654855,2.5323908968867768
5.684339488686485,5.16031159133315
0.18789800436355142,0.8161782774910793
6.176354970758771,4.316082026080126
6.120957227224214,4.536246175325802
6.169339968747569,3.601855551494178
9.437480785146242,7.449031104947918
6.818202991034834,6.634637069227495
3.59507900573786,2.5209465650846155
4.3703195379934145,2.9010067243191955
6.976311959272649,7.201047898114441
0.6022547162926983,-0.2017217607722288
6.667667154456677,5.847262262964212
6.706378696181594,6.380323988578161
2.103825610738409,2.532974784439607
1.289262976548533,1.2986038719887307
3.1542835092418384,4.256912217953112
3.637107709426226,1.2888075789435272
5.701967704178797,4.932943619547238
4.386015134623204,3.9563245010576376
9.883738380592263,8.004171943793175
1.0204481074802807,0.9454392489759551
2.088767560948347,1.2080045661292913
1.6130951788499626,0.6388756101999036
6.531083254653984,5.701253667864638
2.532916025397821,2.865724377185969
4.663107728563062,3.745357037292476
2.4442559200160274,1.9262531192419705
1.5896958364551972,1.1084941955547798
1.1037514116430513,1.7018764247127254
6.563295894652734,4.057309815680928
1.381829513486138,1.0861279100710786
1.965823616800535,1.4718789612454861
3.687251706609641,4.285103042526272
8.209932298479352,7.946012893665003
0.9710127579306127,3.517379784735318
8.379449074988038,8.192447934295965
0.9609840789396307,1.4998749309060992
9.764594650133958,7.710164411044199
4.686512016477016,2.754367035163905
9.767610881903371,6.0269754484516564
6.04845519745046,5.631458716778614
7.3926357939830165,7.924253899202917
0.39187792254320675,2.9981927902329635
2.828069625764096,1.6514504659592828
1.201965612131689,2.032207730289244
2.9614019752214493,2.21793346733452
1.1872771895424405,1.9747138746064243
3.1798317939397602,2.8950525894365002
4.1426299451467,4.03455128299136
0.6414749634878436,0.8508382256538796
6.924721193700199,4.943689209730224
5.666014542065751,5.811061123387364
2.653894909394454,2.259300292191904
5.232480534666997,4.265573663827323
0.9394051075844168,1.459721604159148
5.759464955561793,3.7750840130766528
9.292961975762141,7.066555885762927
3.1856895245132364,2.557429353147622
6.674103799636817,5.107955375003064
1.3179786240439217,1.9686220290778156
7.163272041185655,4.10728600919939
2.894060929472011,3.4846820827493907
1.8319136200711683,1.7861860854602472
5.865129348100831,5.63845876775051
0.20107546187493552,1.4166334009644748
8.289400292173632,7.86917763323356
0.046954761925470656,0.8431601337741994
6.778165367962301,4.672131806746141
2.7000797319216483,3.826421939274372
7.351940221225949,7.2548302268336915
9.621885451174382,7.374351456827138
2.48753143519958,2.136852177424582
5.761573344178369,5.763913788590301
5.920419312718391,4.854727514881571
5.722519057908734,5.927230573104543
2.230816326406183,3.755241929731551
9.52749011516985,7.8112639210093056
4.471253786176273,5.120181457612969
8.464086724711278,7.949715343277017
6.994792753175043,6.67833789890916
2.9743695085513364,1.5664734913197376
8.137978197024772,6.576111532577032
3.9650574084698462,3.510936738038541
8.811031971111616,6.6895664503141266
5.812728726358587,3.8111083605775025
8.817353618548529,6.2841855014955454
6.925315900777659,6.731124720471756
7.252542798196405,6.444879725584728
5.013243819267022,4.163718181293842
9.56083634723224,7.584232458856399
6.439901992296374,6.3441950012587425
4.238550485581797,3.1551224027841123
6.063932141279244,4.407094071027755
0.19193198309333526,2.449639921502694
3.0157481667454933,2.746500247983919
6.60173537492685,7.6147854342041725
2.9007760721044407,4.6154217027873266
6.180154289988415,3.221445392134002
4.287687009457661,1.4482626264101714
1.3547406422245023,0.7056521673000302
2.9828232595603077,3.2899629339579146
5.6996491070126485,4.684422616454753
5.908727612481732,3.940522550424345
5.743252488495788,3.44237356703273
6.5320081985713365,6.422317970188426
6.521032700016889,5.892313032247637
4.31418435433974,4.0182594596840095
8.96546595851063,7.240262741636317
3.6756187004789656,3.0836815400754416
4.358649252656268,5.981552694793416
8.91923355015672,6.9808187650217555
8.061939890460858,7.469290228169593
7.038885835403663,5.283953073400476
1.0022688731230112,0.8726071255861524
9.194826137446736,7.233643716589766
7.142412995491114,5.7418226215293995
9.988470065678666,8.062743566656387
1.4944830465799375,3.0439828884987934
8.681260573682142,7.336963125375504
1.6249293467637482,3.062516158206946
6.155595642838442,6.784992803295287
1.2381998284944151,-0.012512400505341637
8.480082293222344,6.153529063116648
8.073189587250107,5.249027650828389
5.691007386145933,3.5284193663573062
4.071832972259997,2.6979476686469934
0.6916699545513805,1.5807175207857855
6.974287731445637,6.174281657049046
4.5354268267806885,5.061520232003415
7.22055599470348,6.167609821056876
8.663823259286293,7.035194634642585
9.755215050028859,8.10690636853155
8.55803342392611,7.9610564430920645
0.11714084185001972,-0.34926422758129383
3.599780644783639,2.1176116764377584
7.29990562424058,5.915309243426655
1.7162967726144052,1.6659105954698028
5.210366062041293,5.251532958127857
0.5433798833925363,-0.03534582860058544
1.9999652489640007,1.4276583870357151
0.18521794460613972,2.160935556171127
7.936977033574206,8.009758403274192
2.239246880603801,2.8011803373424566
3.453516806969027,4.7254857477025975
9.28081293465591,8.25833786022547
7.044144019235327,6.523067016128041
0.31838929531307847,-0.01329049231499213
1.6469415649791275,1.2444509502285452
6.214784014997635,4.58713016031858
5.772285886041676,4.238561774245325
2.3789282137450862,1.2888287732033472
9.342139979247937,5.989265272904695
6.13965955965896,5.131368262897685
5.356328030249583,5.509319170548099
5.89909976354571,4.841823512894899
7.301220295167696,5.770018898234197
3.1194499547960186,2.7455474673012623
3.9822106221609186,3.929961188380629
